,Acadia,Arches,Badlands,Big Bend,Biscayne,Black Canyon of the Gunnison,Bryce Canyon,Canyonlands,Capitol Reef,Carlsbad Caverns,Channel Islands,Congaree,Crater Lake,Cuyahoga Valley,Death Valley,Dry Tortugas,Everglades,Gateway Arch,Glacier,Grand Canyon,Grand Teton,Great Basin,Great Sand Dunes,Great Smoky Mountains,Guadalupe Mountains,Hot Springs,Indiana Dunes,Isle Royale,Joshua Tree,Kings Canyon,Lassen Volcanic,Mammoth Cave,Mesa Verde,Mount Rainier,New River Gorge,North Cascades,Olympic,Petrified Forest,Pinnacles,Redwood,Rocky Mountain,Saguaro,Sequoia,Shenandoah,Theodore Roosevelt,Voyageurs,White Sands,Wind Cave,Yellowstone,Yosemite,Zion
Mesa Verde,2561.7747355444203,157.2279139823431,834.3420051896921,814.7967743378669,2227.2630960192473,180.71226537023782,324.3195364073809,146.83411377555078,300.2109555197646,567.0259434900182,825.8104544460351,1889.9144620416764,1077.0275963373895,1692.5101159230094,661.1640519366896,2378.519757118428,2281.172017915374,1156.0693673944165,1056.949042591267,300.33634822635804,646.422890320528,485.958067386463,223.4347038296349,1704.6978768989102,642.5012924520798,1116.274581444365,1427.549858824465,1700.7298004652826,658.3644018929451,934.1557802433786,1048.950752604788,1575.2844015946869,0.0,1153.029184562157,1714.3006715779845,1315.8762203730214,1338.5567659866379,234.60521802672392,953.5814592778175,1262.7304044380815,443.26464696174344,493.14789131472196,891.6744338065695,1946.579786546568,1014.3804556390678,1531.0244422572177,492.60903821681376,749.0474379623001,743.9369705917442,856.6622797860495,383.4105076354092
Mount Rainier,3053.3646007317266,1011.286897021395,1194.0698197526444,1918.5643342877593,3282.7850975304223,1134.9189483416844,1061.8797472759086,1089.1781993159943,1007.9273293963254,1670.7935034399109,1129.0926613576712,2834.9868020758768,408.2291293843951,2409.1319195895967,1124.0725413584664,3434.041447944007,3336.6940194265485,2062.0852347291816,596.7973907380896,1296.6030879662767,827.3041065179351,894.990629722421,1316.314597749145,2586.5764559969775,1745.5528463771573,2181.2751033961663,2108.295864650441,1940.1091376362044,1275.3234237055594,993.2011428258967,629.5888883917919,2350.4176235783025,1152.3697854529546,0.0,2620.316725324107,219.7244964407858,196.1959034240038,1324.8025282351068,895.4381412550703,527.345986936292,1231.6581165990615,1582.4522289827407,994.3663380855801,2745.0983133500354,1125.2714149367691,1706.683282132347,1595.6605921418911,1191.2540140579017,798.9125382764654,874.5888386820965,1077.520405829953
New River Gorge,995.0495357114451,1767.0568256382721,1418.8935367454067,1691.644856537819,969.3534135647817,1633.9104628966832,1994.9333392984965,1844.9480036586335,1856.1994825220709,1619.1272965879264,2452.395510220313,360.83217758291573,2637.190370734908,282.75085997773004,2300.9710788992284,1120.6098882526048,1023.262273323789,559.6922721307564,2150.646971685357,2010.8575295275589,1898.2430108168296,2041.9465943887694,1515.428957388849,281.7995406824147,1668.0150421538215,854.2710570269625,489.9719388769585,1169.0854161695697,2284.949333392985,2560.740898154776,2555.6658489421775,361.24663216813804,1715.090123677722,2618.038467847769,0.0,2563.438270500278,2725.0535000596515,1809.1694504096076,2580.1665150520957,2769.445500775471,1473.8753802791696,2089.836604231289,2518.259613855086,229.97364143402527,1526.4887432394812,1160.266543386622,1659.1779010578223,1510.8426166189452,1927.391844130279,2412.6507446512364,2041.1984634733158
North Cascades,3016.628203789867,1175.6569757615525,1157.3335470850234,2082.934413027917,3285.2236687743575,1299.2890270818418,1226.2498260160662,1253.548278056152,1172.2974081364828,1835.1635821800683,1266.7508003260955,2837.425062634216,545.8872683528195,2372.395833333333,1288.4425579615047,3436.480019187942,3339.132590670484,2064.523681698878,560.0610559333492,1460.9732288435534,862.1936018651078,1059.3605220512209,1480.6846764893023,2589.0148408295554,1909.9229251173147,2234.175415573053,2071.55959198282,1903.3727406943449,1412.9815005368646,1130.859219657202,767.2470894973355,2352.8558841366416,1316.7399263302314,221.22802831464247,2563.066379841724,0.0,176.95452308518253,1489.1726069752644,1033.0962802234947,665.0041259047164,1353.1721620734907,1746.8223077228981,1132.0244770540046,2708.361916408176,1088.5350801320287,1669.9468851904874,1760.0306708820485,1154.5176792531615,762.1762656088443,1012.2469155134016,1241.8904845701104
Olympic,3177.930883639545,1197.9120063827247,1318.6363512089397,2105.1894436490893,3446.5263486240356,1321.5440577030142,1248.5048566372384,1275.8033086773244,1194.5524387576552,1857.4186128012407,1221.9640424918475,2998.727742483894,501.10051051857147,2533.698513183011,1234.6961246321482,3597.78269903762,3500.4349598345657,2225.826361548556,721.3638600572656,1483.2282594647259,1013.9291537421458,1081.615552672393,1502.9397071104747,2750.317520679233,1932.177955738487,2367.900212757496,2232.8624582438556,2064.675420544023,1368.1947427026166,1086.072523960073,722.4602695259683,2514.1585639863197,1338.9949569514038,196.96398035472836,2724.369059691402,176.7669932593653,0.0,1511.4276375964366,988.3095223892467,620.2173680704684,1418.283163823272,1769.0773383440705,1087.2377192197566,2869.66490694345,1249.8378842559453,1831.2497514515228,1782.285701503221,1315.820607651316,923.4790697327606,967.4602198162729,1264.1455151912828
Petrified Forest,2686.3032390837507,329.85085848643917,1099.279892925316,781.5086768273284,2170.3043600373812,366.40152757893895,318.08053467748346,319.45705827964684,382.83194891831704,510.06708323391393,644.6821810625944,1832.955539648453,1135.2569742702615,1787.702815557146,501.7195826373976,2321.5608347252046,2224.213281933508,1244.7183448659825,1229.571987095363,203.14420036984012,819.0458348246241,550.0973688658236,398.6897767040483,1647.7390787799252,559.7499353773959,1059.3157833253797,1561.5900018889683,1831.123426688141,477.2360663723852,753.027506859938,955.177699733556,1518.3256656128208,234.7774621212121,1325.6521290662529,1803.1780650998169,1488.4992270142366,1511.179710490734,0.0,772.4531858943767,1219.9160030422333,721.0050181937485,259.99885667700624,710.5460982860097,2010.971426867096,1279.3183433746917,1709.1116007516105,409.8576190050107,1013.9853878350433,916.5599772329595,733.595179153742,374.76891205360687
Pinnacles,3401.5555406426465,915.6179785055276,1535.662046150481,1400.4886463055752,2941.2738979360533,1039.2501541000556,734.1842390439831,993.5093429372464,798.4892602203132,1222.063337608367,243.65026992364588,2603.9252639584824,527.4326682176091,2569.3931813210847,474.9593001869084,3092.530248349638,2995.18281983218,2015.6882555873694,1245.5801867096156,683.0729788037858,1036.9683548079217,630.5541885389325,1135.8940661536626,2418.7084924043584,1178.7299669927622,1830.2853833611705,2267.330850334049,2374.3553273880534,428.75705877674375,236.7235345581802,348.97442684721227,2289.2952035114927,953.8869874930406,895.7339139425753,2574.147789409846,1032.6831926548953,988.185434562157,772.7170201026007,0.0,439.29290443808156,1212.6879647856517,787.8082001113496,186.79909329515627,2781.9409647657676,1559.5177289628568,2140.929471884196,1081.095651395848,1450.3675410602082,1081.8077427821522,223.0029129881492,615.567523164718
Redwood,3455.7036904477845,1122.3259290742064,1589.8103823669767,1848.117928795832,3435.620352143482,1245.957980394496,954.5591247116837,1200.217231368806,996.1141309751054,1669.6926200986238,677.7450315159467,2987.82174600334,228.58748657838225,2623.5413311262228,814.1256934502505,3586.8770132426625,3489.5292740396085,2214.920489342241,1029.8468817108087,1130.7021991569236,1091.1165046130598,767.8752957726874,1427.3536298019565,2739.411834884276,1626.359249483019,2277.9146658514273,2321.479000139187,2373.1585664718045,876.3863412670007,594.2641225244571,242.79663017975022,2503.252878191362,1263.4088175057661,527.9713349041597,2773.1519799371667,664.9206136164797,620.4227933866221,1220.3463025928577,439.7334566133778,0.0,1384.4934954863595,1235.4374826016065,595.4293177841406,2959.5077248866614,1558.3209680466077,2139.732710967947,1528.724933886105,1504.5158151395847,1135.9560168615285,509.00559482621486,935.5807707985365
Rocky Mountain,2209.0569200866935,367.18035423128924,454.4218016781993,921.9015946870277,2131.6250596516343,319.9562057583711,595.0569300286328,445.0716565258888,456.3229489779686,674.1307638391792,1084.9063966436013,1683.8264535114927,1252.1797080052493,1376.8945607651315,901.094545355126,2282.881410065219,2185.5338572735222,910.9249483019167,1004.4188190964765,690.857517100135,513.2325966356478,642.0700608446671,305.40791776027993,1435.416231706832,723.0185715421936,997.9776231806251,1074.8320433667382,1288.8901316312733,1013.5094796389086,1193.2517224409448,1170.6551240753995,1199.257337151038,442.7375999164877,1233.0278672552295,1469.1563767597231,1353.5575986240353,1418.5555108168294,720.7497589079774,1212.6774014753837,1384.434775908693,0.0,981.3112050624353,1150.7703760041356,1701.4354917283065,634.4602521275749,1171.1065502465601,629.8321552135528,369.127172313688,582.7670156287281,1070.8095969537899,641.3218677920942
Saguaro,2881.73504235266,626.3708069871947,1359.9053403125745,666.3555461107134,2276.3952268750495,624.5787724687823,501.54460450966354,615.9770067804025,691.6026654338663,487.9302374135051,585.1151773641931,1990.5488198918315,1266.3383962658077,1983.1349295116518,575.4754732363,2427.651577288634,2330.3040244969375,1440.1504588204882,1487.9292432195975,375.67897230175765,1077.402904537501,733.5613765608845,702.3357964487393,1855.5407047840608,444.59686679790025,1258.0615455738487,1757.022115843474,2091.7653404119937,376.8272041278931,778.0237164956653,1064.9780904517618,1726.1272294798375,492.95476914817465,1584.0093851904874,2089.6775332060765,1746.8564831384713,1769.53684234073,259.92466495665315,787.67690437843,1235.1398458005249,981.6305898552453,0.0,735.542307921737,2218.77317714547,1539.9439150361886,1969.7535144754631,346.9625512009862,1274.6108352223016,1174.916984808717,809.8744581643203,558.232981885787
Sequoia,3312.166323669768,853.9058771772847,1490.760831742623,1348.6263968424398,2879.5617966078103,977.5379906346933,672.47213771574,931.797117334765,736.777096754951,1170.2009638709933,230.66404696572016,2542.2131626302394,626.3762750536864,2480.0039643482064,413.24713672154616,3030.818147021395,2933.470718503937,1953.9761542591264,1319.116049769347,621.3608153384235,1081.8293043625229,666.6953118786288,1074.1819648254195,2356.9963910761153,1126.8675311182692,1768.5732820329274,2177.941446949813,2396.8088861051456,376.8947471764893,111.71601596675414,425.0160935138789,2227.5831021832496,892.1747618905591,994.6775207786526,2512.435688081603,1131.6267994909726,1087.128979261115,711.0049187743577,186.81344696969694,595.1777867255229,1150.9758013202895,735.9458263739759,0.0,2720.2288634375245,1633.053592022588,2176.3071164399903,1029.2333397955936,1405.46632665235,1155.3436679790025,221.724752445717,553.8553596993557
Shenandoah,794.7100184920066,1998.1946060009543,1568.2483048993874,1820.373083691243,1018.188466853575,1865.0481189851266,2226.07099538694,2076.0858461584344,2087.3371386105146,1747.8556480155887,2653.9773348643917,434.78038256581556,2826.546717171717,342.2229181579575,2511.014736439195,1169.444879404279,1072.0973266125823,790.8299903563191,2296.7671920981466,2212.4393541716377,2087.5996679392347,2273.0842504772127,1746.5666134772925,410.5280163843156,1796.7435799928417,982.9994705917442,647.9573043426388,1272.0301563867017,2486.531344448421,2762.3224121132585,2745.0221953789865,592.3844746679392,1946.2277797661654,2751.810364968583,231.62673735385346,2712.7929143800206,2874.4081439393935,2010.7512750536864,2781.7483396961743,2958.80184721228,1705.013036367613,2218.564831384713,2719.8411278135686,0.0,1672.6088393780321,1306.386639525173,1860.7597257019008,1660.197446910045,2076.7464880100215,2645.1765439831383,2272.336119561759
Theodore Roosevelt,1955.609863397757,981.0569399705719,306.29517368567565,1480.4550798337707,2345.268196233993,891.4489382009066,1134.1130920424719,1058.9482422651713,1080.1607984371271,1232.6843111230414,1593.3383415851426,1793.9006825141173,1331.1745655372622,1332.70202020202,1409.5264902966674,2496.5246709218163,2399.1769317187623,1185.9018332935655,651.8019764574883,1304.7341028394178,557.7569494154139,1093.6397066133777,863.9615271812614,1566.0486508788672,1281.572180963175,1355.5535671677403,1031.865778851507,842.3543381651156,1521.9414245804498,1634.827482502187,1401.758107651316,1373.1811222460826,1014.2303323590232,1127.7005413385828,1523.837228087966,1088.6832150242583,1250.2984445836314,1279.3032440547204,1561.0514594766562,1558.99235961982,634.4156998130915,1539.8646902091782,1635.9926777618705,1668.668413962459,0.0,608.9285447983774,1188.385702497415,319.1149934383202,484.21829018531776,1380.5891095999361,1149.7538748707548
Voyageurs,1512.4891260041356,1471.8014296508388,795.5195408812534,1730.8457980394494,1979.8455146941858,1382.193490018293,1650.8939667342715,1549.6927940825576,1560.9440865346376,1617.7671150481187,2110.119092002704,1428.47800097431,1912.606192336753,967.2794007993318,1926.3072407142288,2131.1018651077707,2033.7544365903125,826.0737915573052,1143.9284578064105,1795.478654656804,1139.1887004891432,1610.4204570309391,1356.2832433587844,1200.6260936132983,1666.654860614014,1134.1940567088204,666.4431594488188,296.72692724488985,2038.7221749980113,2216.259109301678,1983.189734450807,1007.758378569156,1504.9748841764094,1709.132292412312,1158.4145465481586,1670.1149660979877,1831.7301956573608,1710.394918674938,2142.4832105503856,2140.423986419311,1170.3992434184363,1970.933063409687,2175.983195637477,1303.245608148413,609.0754369482223,0.0,1580.251332219836,887.4687450290304,1065.6500412590472,1962.020736399427,1666.5346252883162
White Sands,2536.4656655134013,600.7468881730692,1008.4618950330072,421.5915925992205,2031.6312112264375,563.1974270261671,673.0208084784856,590.3531501033962,698.1977128569156,189.23760240197248,877.0337479121927,1626.0131457289428,1558.2569668138071,1637.8653662610352,867.3941059214188,2182.887561640022,2085.5400088483257,1094.8808955698719,1500.468078919112,612.077840411994,1095.9428189374055,905.0376426668256,405.7845929770142,1497.9016294838143,195.01393114212993,893.5260578223176,1411.7525525928577,1701.081496560089,668.745836813012,1069.942349180784,1356.8966609997613,1368.4882163167101,493.41433528195336,1596.5483451642408,1653.3406158037062,1759.3954431122245,1782.0758023144833,410.389823431162,1079.5955370635488,1527.0585406227628,630.1870824385588,345.4423665791776,1027.4608784697366,1861.1339775709853,1188.500407619502,1579.0697948977968,0.0,923.1673278056152,1136.8071711206553,1101.7930908494393,729.7091858546091
Wind Cave,2223.9278861449134,715.8306738646305,99.84459506482143,1215.228689453591,2183.952902549113,626.2226099578461,879.7882864073808,793.7218518849916,804.9732064741906,967.4579207428617,1339.0135980871707,1736.1544828203291,1371.3984082955537,1319.576796508391,1155.2016846615763,2335.2094393740554,2237.8618244452396,963.2530397478723,805.5165955818022,1039.507712459238,480.9932494233675,839.3148388411676,598.7351368010817,1487.7442610156681,1016.3457905829953,1086.52102968663,1018.7405551578779,1005.8927115644634,1267.61655680824,1447.358861747395,1289.8737000914657,1251.5853664598742,749.0040041159627,1193.672763560805,1510.2473430167818,1154.6554372464805,1316.2706668058536,1014.0768536745406,1449.1670519168056,1503.6533519247594,369.1893094329117,1274.6383619661178,1404.8773910363477,1655.5430659945914,319.38168595402846,888.109068042631,923.1593121172352,0.0,463.23321800684,1190.0282351069752,895.4290070985445
Yellowstone,2640.4907838224767,603.6845447586096,521.0771593891673,1428.400826672234,2587.7767587290223,727.3167203531376,654.2773950131233,681.5758470532091,600.3249771335401,1180.6299958243856,1113.5026445557942,2139.9783390002385,892.4056012884753,1736.1393835003578,929.6907932673188,2739.033419828203,2641.685680625149,1367.0768959277816,468.7772781953392,889.0007357034915,86.92703362363795,613.80394744691,811.9070876083671,1891.5681171955775,1229.5177413902807,1503.5508256780402,1435.3033285612023,1298.5187132148253,1042.1056654139823,1154.9917233357194,921.9224106219676,1655.4092847769027,744.7674331901693,801.1879374453192,1926.8099300087488,762.1704868567565,923.7857164161297,917.2001138352024,1081.2157003101884,1135.7020624552613,582.3613223773164,1174.8501252684323,1156.156980732522,2072.105777260797,483.68111478962857,1065.092919848087,1136.33132506164,463.04245705082315,0.0,900.7533504334684,669.9181778414062
Yosemite,3141.460744253559,715.5544743696811,1275.567125487155,1423.4663316233198,2902.2409130676847,839.1865256899705,596.5698446074922,793.4457145271614,638.1248508709139,1245.0408365147537,357.18311311938277,2564.8922790901133,508.5302458641533,2309.298074246401,367.98242016622925,3053.4975741668654,2956.149834963811,1900.6772324624194,1063.952206613378,644.0399939354171,855.3403125745645,409.88601566849593,1020.582175097431,2379.6755075359897,1201.707528036268,1791.2523984928018,2007.235743259365,2192.7272851546963,451.73468195736893,214.95864153344468,328.4510956016862,2189.0096213115403,856.6373006641215,875.0416940069991,2458.9085987831063,1011.9909727193192,967.4931524894615,733.684035234232,221.91886880617193,508.9338264535114,1070.2500521951802,810.7858232919748,219.03744631352896,2645.2644680068397,1377.8896867294995,1959.3014296508388,1104.0732124393542,1190.2724961226436,900.1797626859142,0.0,513.6369850075558
Zion,2802.086440189294,343.8261801081683,980.681258947745,1101.106724230494,2489.902407440547,467.4583557026962,125.57153722261988,421.7174824027678,226.69752396007314,829.6651306370794,482.33416845621565,2152.553773462976,901.1845820408812,1969.9240808677323,298.52231716774037,2641.1587578541316,2543.8113293366737,1481.6235683607729,982.2758838383838,271.65130637079454,571.7496694305257,207.12252942813967,648.8540051101567,2006.1147896285688,879.3480449176807,1378.9138928656644,1667.8617498806964,1886.7293133102678,410.9371893144039,590.67943211644,721.1053075041756,1769.955957209894,399.6075419549829,1078.356025809274,2039.85493468146,1241.2031237572576,1263.8836072337547,375.0523815915056,610.105173287998,934.8850214745884,640.8961663882924,557.500633798616,548.1980856796309,2272.133863238686,1146.9737358824464,1666.2275436451123,729.4557906824147,895.3866295832339,669.2638739759802,508.41715630716607,0.0
